"Total No. of Sample Taken Today","12493"
"Total No. of Positive Cases Detected Today","16"
"Total Positive Cases under Home Isolation (28-11-2021)","135"
"Total No. of Samples Sent till date","13566648"
"Total No. of Samples found Positive till date","771692 
(M: 471526 
F: 300149 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761473"
"Total Active COVID-19 Patients","142"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","125368 
(1st Dose: 34072, 
2nd Dose: 91296"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18553800 (90%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10019496 (49%)"
"Cumulative Coverage of Total COVID-19 Vaccination","28573296"
"COVID-19 Today (29-11-2021) Positivity Rate","0.10%"
"COVID-19 Cumulative Positivity Rate","5.70%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","535173"
