"Total No. of Sample Taken Today","23848"
"Total No. of Positive Cases Detected Today","20"
"Total Positive Cases under Home Isolation (10-11-2021)","80"
"Total No. of Samples Sent till date","13213381"
"Total No. of Samples found Positive till date","771388 
(M: 471359 
F: 300012 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761208"
"Total Active COVID-19 Patients","107"
"No. of Deaths","10050"
"Total No. of People Vaccinated today","106072 
(1st Dose: 26241, 
2nd Dose: 79831"
"Cumulative Coverage of Vaccination","26592412"
"COVID-19 Today (11-11-2021) Positivity Rate","0.09%"
"COVID-19 Cumulative Positivity Rate","5.85%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","521238"
