"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20132","19817","48","267"
"2","Chengalpattu","249742","246074","1010","2658"
"3","Chennai","783798","770986","3743","9069"
"4","Coimbatore","336452","332819","1015","2618"
"5","Cuddalore","75211","74126","190","895"
"6","Dharmapuri","36561","36204","74","283"
"7","Dindigul","38403","37552","186","665"
"8","Erode","134479","133266","479","734"
"9","Kallakurichi","36846","36613","18","215"
"10","Kancheepuram","97360","96002","56","1302"
"11","Kanyakumari","88726","87416","225","1085"
"12","Karur","30047","29626","49","372"
"13","Krishnagiri","60780","60111","298","371"
"14","Madurai","92559","91157","166","1236"
"15","Mayiladuthurai","26954","26532","92","330"
"16","Nagapattinam","25777","25371","31","375"
"17","Namakkal","69049","68310","205","534"
"18","Nilgiris","42620","42344","50","226"
"19","Perambalur","14851","14556","46","249"
"20","Pudukottai","35039","34531","82","426"
"21","Ramanathapuram","24953","24567","18","368"
"22","Ranipet","55559","54596","176","787"
"23","Salem","129812","127576","474","1762"
"24","Sivagangai","24725","24370","136","219"
"25","Tenkasi","33644","33025","129","490"
"26","Thanjavur","93108","91939","129","1040"
"27","Theni","51594","50860","201","533"
"28","Thirupathur","35912","35252","27","633"
"29","Thiruvallur","152291","150287","64","1940"
"30","Thiruvannamalai","67853","67112","56","685"
"31","Thiruvarur","48699","48103","123","473"
"32","Thoothukudi","66843","66218","177","448"
"33","Tirunelveli","65265","64580","240","445"
"34","Tiruppur","131013","129782","179","1052"
"35","Trichy","97237","95889","187","1161"
"36","Vellore","57819","56596","60","1163"
"37","Villupuram","55787","55231","189","367"
"38","Virudhunagar","58949","58042","352","555"
"39","Airport Surveillance 
(International)","1380","1374","5","1"
"40","Airport Surveillance 
(Domestic)","1149","1146","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,49,406","35,00,386","10,987","38,033"
