"1","Total Samples taken","18929052"
"2","Sample collected on the day","15033"
"3","Test conducted on the day","14719"
"4","Total No. of patients tested Positive","759019"
"5","No. of patients discharged","741166"
"6","Positive cases on the day","17"
"7","Number of active Cases","113"
"8","Total Deaths reported","17740"
"9","No. of Patients on oxygen support","7"
"10","Patients at critical care Level-3 facilities","2"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218466"
"14","Frontline Workers vaccinated with 1st dose on the day","8"
"15","Total Frontline Workers vaccinated with 1st dose","1116799"
"16","Healthcare Workers vaccinated with 2nd dose on the day","47"
"17","Total Healthcare Workers vaccinated with 2nd dose","208412"
"18","Frontline Workers vaccinated with 2nd dose on the day","425"
"19","Total Frontline Workers vaccinated with 2nd dose","1004439"
"20","Above 45 Vaccinated with 1st dose on the day","1065"
"21","Total Above 45 Vaccinated with 1st dose","8248894"
"22","Above 45 Vaccinated with 2nd dose on the day","8390"
"23","Total Above 45 Vaccinated with 2nd dose","6747294"
"24","18-44 years age group Vaccinated with 1st dose on the day","2981"
"25","Total 18-44 years age group Vaccinated with 1st dose","12391306"
"26","18-44 years age group Vaccinated with 2nd dose on the day","18613"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8766579"
"28","15-17 years age group Vaccinated with 1st dose on the day","7801"
"29","Total 15-17 years age group Vaccinated with 1st dose","936723"
"30","15-17 years age group Vaccinated with 2nd dose on the day","10882"
"31","Total 15-17 years age group Vaccinated with 2nddose","437053"
"32","12-14 years age group Vaccinated with 1st dose on the day","34110"
"33","Total 12-14 years age group Vaccinated with 1st dose","175563"
"34","Precautionary dose given on the day","2099"
"35","Total Precautionary dose given","433635"
"36","Total Vaccination 1st dose on the day","4057"
"37","Total Vaccination 2nd dose on the day","27475"
"38","Total Vaccination 1st and 2nd dose on the day","31532"
