"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35180","0","34844","3","0","333","0"
"2","Ballari","1","97786","3","95987","113","0","1686","0"
"3","Belagavi","0","79947","0","78947","58","0","942","0"
"4","Bengaluru Rural","2","62069","2","61123","56","0","890","0"
"5","Bengaluru Urban","179","1254642","236","1232272","6051","2","16318","1"
"6","Bidar","1","24343","0","23937","1","0","401","4"
"7","Chamarajanagara","2","33026","1","32491","22","0","502","11"
"8","Chikkaballapura","0","43968","0","43529","7","0","431","1"
"9","Chikkamagaluru","6","51177","2","50730","51","0","396","0"
"10","Chitradurga","2","36697","1","36457","32","0","208","0"
"11","Dakshina 
Kannada","9","115706","20","113905","109","0","1685","7"
"12","Davanagere","0","50998","0","50376","14","0","608","0"
"13","Dharwada","1","61015","2","59676","19","0","1318","2"
"14","Gadag","0","26066","0","25747","0","0","319","0"
"15","Hassana","13","111960","27","110595","106","0","1257","2"
"16","Haveri","0","21947","0","21304","0","0","643","0"
"17","Kalaburagi","0","61947","3","61112","15","0","820","0"
"18","Kodagu","1","37184","5","36789","64","0","330","1"
"19","Kolara","6","46998","11","46310","52","0","636","0"
"20","Koppala","0","35198","0","34661","12","0","525","0"
"21","Mandya","0","73825","4","73140","31","0","654","0"
"22","Mysuru","51","179494","21","176913","160","0","2421","0"
"23","Raichuru","0","39979","0","39645","2","0","332","0"
"24","Ramanagara","0","24212","5","23885","5","1","322","0"
"25","Shivamogga","4","69503","6","68320","93","0","1090","0"
"26","Tumakuru","20","120984","6","119721","129","0","1134","0"
"27","Udupi","4","76824","5","76280","56","0","488","0"
"28","Uttara Kannada","11","56364","9","55512","80","1","772","0"
"29","Vijayapura","0","36276","0","35775","6","0","495","0"
"30","Yadagiri","0","27546","0","27338","2","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","313","2992897","369","2947354","7349","4","38165","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 18-11-2021 
 Page 5 of 8","","","","","","","","",""
