"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,420+5","15,247+6","101","72-1","27-Sep-21"
"2","Coochbehar","28,863+13","28,594+16","96","173-3","27-Sep-21"
"3","Darjeeling","56,205+30","55,251+38","529+1","425-9","27-Sep-21"
"4","Kalimpong","6,895+5","6,772+6","53","70-1","27-Sep-21"
"5","Jalpaiguri","41,443+19","40,625+23","564","254-4","27-Sep-21"
"6","Uttar Dinajpur","19,698+1","19,431+3","235","32-2","27-Sep-21"
"7","Dakshin Dinajpur","17,429+9","17,133+12","169","127-3","27-Sep-21"
"8","Malda","33,124+9","32,826+10","186","112-1","27-Sep-21"
"9","Murshidabad","33,824+4","33,471+2","326","27+2","27-Sep-21"
"10","Nadia","71,874+58","70,489+50","810+2","575+6","27-Sep-21"
"11","Birbhum","40,769+9","40,391+8","285","93+1","27-Sep-21"
"12","Purulia","19,349+3","19,208+2","113","28+1","27-Sep-21"
"13","Bankura","35,740+24","35,233+21","269","238+3","27-Sep-21"
"14","Jhargram","11,948+5","11,822+9","27","99-4","27-Sep-21"
"15","Paschim Medinipur","52,737+39","51,850+34","503","384+5","27-Sep-21"
"16","Purba Medinipur","62,529+28","61,784+32","392+2","353-6","27-Sep-21"
"17","Purba Bardhaman","41,209+22","40,760+23","194","255-1","27-Sep-21"
"18","Paschim Bardhaman","57,165+24","56,617+17","353","195+7","27-Sep-21"
"19","Howrah","96,768+43","94,780+42","1,511+1","477","27-Sep-21"
"20","Hooghly","84,255+39","82,778+46","968+1","509-8","27-Sep-21"
"21","North 24 Parganas","3,25,046+125","3,19,098+120","4,714+3","1,234+2","27-Sep-21"
"22","South 24 Parganas","98,988+57","97,148+52","1,304","536+5","27-Sep-21"
"23","Kolkata","3,16,229+137","3,09,852+121","5,059+3","1,318+13","27-Sep-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,67,573+708","15,41,223+693","18,764+13","7,586+2",""
