"Total No. of Sample Taken Today","3239"
"Total No. of Positive Cases Detected Today","29"
"Total Active COVID-19 Patients","166"
"Total No. of Active Cases under Home Isolation (26-10-2022)","158"
"Total No. of Samples found Positive till date","1055941"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1045042"
"No. of Deaths","10710"
"Total No. of People Vaccinated Today","628 
(1st Dose: 64 
2nd Dose: 107 
Precaution Dose: 457)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23668445 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19816405 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1931551"
"Cumulative Coverage of Total COVID-19 Vaccination","45416401"
"COVID-19 Today (26-10-2022) Positivity Rate","0.95%"
"Recovery Rate","98.97%"
"Fatality Rate","1.01%"
