"1","Total Samples taken","17401101"
"2","Sample collected on the day","46205"
"3","Test conducted on the day","42583"
"4","Total No. of patients tested Positive","692526"
"5","No. of patients discharged","628244"
"6","Positive cases on the day","7986"
"7","Number of active Cases","47400"
"8","Total Deaths reported","16882"
"9","No. of Patients on oxygen support","842"
"10","Patients at critical care Level-3 facilities","287"
"11","Patients who are critical and on ventilator support","95"
"12","Healthcare Workers vaccinated with 1st dose on the day","5"
"13","Total Healthcare Workers vaccinated with 1st dose","218468"
"14","Frontline Workers vaccinated with 1st dose on the day","2"
"15","Total Frontline Workers vaccinated with 1st dose","1115203"
"16","Healthcare Workers vaccinated with 2nd dose on the day","66"
"17","Total Healthcare Workers vaccinated with 2nd dose","184697"
"18","Frontline Workers vaccinated with 2nd dose on the day","367"
"19","Total Frontline Workers vaccinated with 2nd dose","877568"
"20","Above 45 Vaccinated with 1st dose on the day","22982"
"21","Total Above 45 Vaccinated with 1st dose","7119726"
"22","Above 45 Vaccinated with 2nd dose on the day","54558"
"23","Total Above 45 Vaccinated with 2nd dose","4857409"
"24","18-44 years age group Vaccinated with 1st dose on the day","74181"
"25","Total 18-44 years age group Vaccinated with 1st dose","9853344"
"26","18-44 years age group Vaccinated with 2nd dose on the day","125331"
"27","Total 18-44 years age group Vaccinated with 2nd dose","5597754"
"28","15-17 years age group Vaccinated with 1st dose on the day","23498"
"29","Total 15-17 years age group Vaccinated with 1st dose","199960"
"30","Precautionary dose given on the day","8942"
"31","Total Precautionary dose given","73980"
"32","Total Vaccination 1st dose on the day","120668"
"33","Total Vaccination 2nd dose on the day","180322"
"34","Total Vaccination 1st and 2nd dose on the day","300990"
