"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,467+6","15,292+6","101","74","4-Oct-21"
"2","Coochbehar","28,958+11","28,700+14","96","162-3","4-Oct-21"
"3","Darjeeling","56,411+28","55,506+32","531","374-4","4-Oct-21"
"4","Kalimpong","6,947+2","6,815+7","54+1","78-6","4-Oct-21"
"5","Jalpaiguri","41,572+18","40,776+20","565","231-2","4-Oct-21"
"6","Uttar Dinajpur","19,712+2","19,450+2","235","27","4-Oct-21"
"7","Dakshin Dinajpur","17,515+10","17,215+11","169","131-1","4-Oct-21"
"8","Malda","33,201+7","32,901+10","186","114-3","4-Oct-21"
"9","Murshidabad","33,847+7","33,488+2","326","33+5","4-Oct-21"
"10","Nadia","72,211+39","70,846+47","819+2","546-10","4-Oct-21"
"11","Birbhum","40,822+5","40,451+7","285","86-2","4-Oct-21"
"12","Purulia","19,365+2","19,225+2","113","27","4-Oct-21"
"13","Bankura","35,855+10","35,374+18","273","208-8","4-Oct-21"
"14","Jhargram","12,004+11","11,880+8","27","97+3","4-Oct-21"
"15","Paschim Medinipur","52,951+23","52,086+31","505","360-8","4-Oct-21"
"16","Purba Medinipur","62,702+25","61,993+26","394","315-1","4-Oct-21"
"17","Purba Bardhaman","41,366+21","40,919+21","195","252","4-Oct-21"
"18","Paschim Bardhaman","57,273+11","56,738+16","353","182-5","4-Oct-21"
"19","Howrah","97,105+36","95,087+43","1,514","504-7","4-Oct-21"
"20","Hooghly","84,633+45","83,109+46","971","553-1","4-Oct-21"
"21","North 24 Parganas","3,25,883+115","3,19,894+104","4,741+4","1,248+7","4-Oct-21"
"22","South 24 Parganas","99,376+59","97,505+46","1,312+1","559+12","4-Oct-21"
"23","Kolkata","3,17,218+126","3,10,724+118","5,080+3","1,414+5","4-Oct-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,72,460+619","15,46,037+637","18,848+11","7,575-29",""
