"1","Total Samples taken","*18776732"
"2","Sample collected on the day","18666"
"3","Test conducted on the day","13668"
"4","Total No. of patients tested Positive","758793"
"5","No. of patients discharged","740797"
"6","Positive cases on the day","40"
"7","Number of active Cases","260"
"8","Total Deaths reported","17736"
"9","No. of Patients on oxygen support","18"
"10","Patients at critical care Level-3 facilities","6"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218430"
"14","Frontline Workers vaccinated with 1st dose on the day","15"
"15","Total Frontline Workers vaccinated with 1st dose","1116725"
"16","Healthcare Workers vaccinated with 2nd dose on the day","86"
"17","Total Healthcare Workers vaccinated with 2nd dose","207744"
"18","Frontline Workers vaccinated with 2nd dose on the day","512"
"19","Total Frontline Workers vaccinated with 2nd dose","1000234"
"20","Above 45 Vaccinated with 1st dose on the day","1735"
"21","Total Above 45 Vaccinated with 1st dose","8238522"
"22","Above 45 Vaccinated with 2nd dose on the day","9614"
"23","Total Above 45 Vaccinated with 2nd dose","6674836"
"24","18-44 years age group Vaccinated with 1st dose on the day","5346"
"25","Total 18-44 years age group Vaccinated with 1st dose","12358920"
"26","18-44 years age group Vaccinated with 2nd dose on the day","20108"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8610074"
"28","15-17 years age group Vaccinated with 1st dose on the day","7673"
"29","Total 15-17 years age group Vaccinated with 1st dose","873865"
"30","15-17 years age group Vaccinated with 2nd dose on the day","13838"
"31","Total 15-17 years age group Vaccinated with 2nddose","348439"
"32","Precautionary dose given on the day","1453"
"33","Total Precautionary dose given","417967"
"34","Total Vaccination 1st dose on the day","7098"
"35","Total Vaccination 2nd dose on the day","30320"
"36","Total Vaccination 1st and 2nd dose on the day","37418"
