"Total No. of Sample Taken Today","14982"
"Total No. of Positive Cases Detected Today","620"
"Total Active COVID-19 Patients","2632"
"Total No. of Active Cases under Home Isolation (29-06-2022)","2551"
"Total No. of Samples found Positive till date","1015501"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1002222"
"No. of Deaths","10624"
"Total No. of People Vaccinated Today","15352 
(1st Dose: 729 
2nd Dose: 6141 
Precaution Dose: 8482)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23570829 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19450944 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","992891"
"Cumulative Coverage of Total COVID-19 Vaccination","44014664"
"COVID-19 Today (29-06-2022) Positivity Rate","4.31%"
"Recovery Rate","98.69%"
"Fatality Rate","1.05%"
