,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Almora,1,0,2,255,114,1858,0,12,5.0,0.0,18.0,1986.0,501.0,8179.0,0,621927,,,616 cases were recorded as Migrated / Others,12219,196,11400,238856.0,380303,248628,0,616,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
1,1,1,1,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Bageshwar,0,0,0,87,67,575,0,0,0.0,0.0,0.0,1754.0,464.0,4281.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5679,206488.0,184795,146880,0,25,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
2,2,2,2,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Chamoli,0,0,0,481,18,1227,0,3,1.0,0.0,0.0,2728.0,452.0,8770.0,0,391114,,,206 cases were recorded as Migrated / Others,12246,62,11977,290620.0,275555,218922,0,206,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
3,3,3,3,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Champawat,0,0,0,373,57,1026,0,2,0.0,0.0,2.0,2411.0,352.0,4958.0,0,259315,,,189 cases were recorded as Migrated / Others,7605,53,7363,238365.0,184420,135189,0,189,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
4,4,4,4,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Dehradun,5,0,28,1580,1427,10725,0,26,64.0,1.0,74.0,20804.0,7467.0,64028.0,0,1698560,,,603 cases were recorded as Migrated / Others,112509,3523,108272,1964232.0,1486816,1000921,0,603,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,3.0
5,5,5,5,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Haridwar,1,0,0,1859,879,9792,0,6,12.0,0.0,3.0,17462.0,5677.0,68523.0,0,1927029,,,1378 cases were recorded as Migrated / Others,51531,1020,49113,2116902.0,1473348,836637,0,1378,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
6,6,6,6,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Nainital,0,0,0,499,414,3661,0,5,4.0,0.0,5.0,6217.0,2560.0,22506.0,0,955128,,,134 cases were recorded as Migrated / Others,39250,945,38166,569209.0,730424,465893,0,134,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
7,7,7,7,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Pauri Garhwal,0,0,0,352,371,3023,0,2,1.0,0.0,1.0,4028.0,2315.0,19211.0,0,686527,,,701 cases were recorded as Migrated / Others,17690,315,16673,394682.0,436809,278145,0,701,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
8,8,8,8,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Pithoragarh,0,0,0,107,123,1909,0,0,0.0,0.0,0.0,2144.0,637.0,9148.0,0,485993,,,108 cases were recorded as Migrated / Others,10263,182,9972,220900.0,321240,216905,0,108,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
9,9,9,9,2021-11-25,UT,8,0,31,6936,4981,51916,0,63,94.0,3.0,106.0,70661.0,27978.0,308424.0,0.0,Rudraprayag,0,0,0,130,30,284,0,0,0.0,0.0,0.0,1251.0,230.0,3190.0,0,236857,,,159 cases were recorded as Migrated / Others,8801,106,8536,195959.0,171728,125502,0,159,2022-01-22T02:30:27.142210+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344156,7407,330432,8013752,7559943,4840890,0,6160,1.0,0.0
