"Total No. of Sample Taken Today","14992"
"Total No. of Positive Cases Detected Today","1075"
"Total Active COVID-19 Patients","4899"
"Total No. of Active Cases under Home Isolation (11-08-2022)","4695"
"Total No. of Samples found Positive till date","1039937"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1024364"
"No. of Deaths","10651"
"Total No. of People Vaccinated Today","2825 
(1st Dose: 169 
2nd Dose: 1223 
Precaution Dose: 1433)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23632431 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19701506 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1578196"
"Cumulative Coverage of Total COVID-19 Vaccination","44912133"
"COVID-19 Today (11-08-2022) Positivity Rate","6.82 %"
"Recovery Rate","98.50%"
"Fatality Rate","1.02%"
