"1","Total Samples taken","17493029"
"2","Sample collected on the day","47613"
"3","Test conducted on the day","46240"
"4","Total No. of patients tested Positive","707847"
"5","No. of patients discharged","642335"
"6","Positive cases on the day","7699"
"7","Number of active Cases","48564"
"8","Total Deaths reported","16948"
"9","No. of Patients on oxygen support","1072"
"10","Patients at critical care Level-3 facilities","304"
"11","Patients who are critical and on ventilator support","106"
"12","Healthcare Workers vaccinated with 1st dose on the day","4"
"13","Total Healthcare Workers vaccinated with 1st dose","218479"
"14","Frontline Workers vaccinated with 1st dose on the day","5"
"15","Total Frontline Workers vaccinated with 1st dose","1115220"
"16","Healthcare Workers vaccinated with 2nd dose on the day","41"
"17","Total Healthcare Workers vaccinated with 2nd dose","184796"
"18","Frontline Workers vaccinated with 2nd dose on the day","263"
"19","Total Frontline Workers vaccinated with 2nd dose","878138"
"20","Above 45 Vaccinated with 1st dose on the day","18380"
"21","Total Above 45 Vaccinated with 1st dose","7160396"
"22","Above 45 Vaccinated with 2nd dose on the day","44091"
"23","Total Above 45 Vaccinated with 2nd dose","4955346"
"24","18-44 years age group Vaccinated with 1st dose on the day","62402"
"25","Total 18-44 years age group Vaccinated with 1st dose","9988818"
"26","18-44 years age group Vaccinated with 2nd dose on the day","100070"
"27","Total 18-44 years age group Vaccinated with 2nd dose","5820454"
"28","15-17 years age group Vaccinated with 1st dose on the day","19526"
"29","Total 15-17 years age group Vaccinated with 1st dose","241216"
"30","Precautionary dose given on the day","8956"
"31","Total Precautionary dose given","90650"
"32","Total Vaccination 1st dose on the day","100317"
"33","Total Vaccination 2nd dose on the day","144465"
"34","Total Vaccination 1st and 2nd dose on the day","244782"
