"Total No. of Sample Taken Today","10106"
"Total No. of Positive Cases Detected Today","304"
"Total Active COVID-19 Patients","1594"
"Total No. of Active Cases under Home Isolation (12-06-2022)","1573"
"Total No. of Samples found Positive till date","1005663"
"Total Positive COVID-19 Patients Recovered / Discharged till date","993425"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","7535 
(1st Dose: 521 
2nd Dose: 3008 
Precaution Dose: 4006)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23551184 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19329650 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","799055"
"Cumulative Coverage of Total COVID-19 Vaccination","43679889"
"COVID-19 Today (12-06-2022) Positivity Rate","2.50%"
"Recovery Rate","98.78%"
"Fatality Rate","1.06%"
