"Total No. of Sample Taken Today","8398"
"Total No. of Positive Cases Detected Today","600"
"Total Active COVID-19 Patients","3294"
"Total No. of Active Cases under Home Isolation (01-08-2022)","3164"
"Total No. of Samples found Positive till date","1030648"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1016687"
"No. of Deaths","10644"
"Total No. of People Vaccinated Today","18396 
(1st Dose: 1090 
2nd Dose: 4314 
Precaution Dose: 12992)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23623266 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19661170 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1463927"
"Cumulative Coverage of Total COVID-19 Vaccination","44748363"
"COVID-19 Today (01-08-2022) Positivity Rate","5.16%"
"Recovery Rate","98.65%"
"Fatality Rate","1.03%"
