"Total No. of Sample Taken Today","8088"
"Total No. of Positive Cases Detected Today","508"
"Total Active COVID-19 Patients","2490"
"Total No. of Active Cases under Home Isolation (25-07-2022)","2401"
"Total No. of Samples found Positive till date","1026230"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1013082"
"No. of Deaths","10635"
"Total No. of People Vaccinated Today","26535 
(1st Dose: 1961 
2nd Dose: 7057 
Precaution Dose: 17517)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23613251 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19621584 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1367595"
"Cumulative Coverage of Total COVID-19 Vaccination","44602430"
"COVID-19 Today (25-07-2022) Positivity Rate","4.45%"
"Recovery Rate","98.72%"
"Fatality Rate","1.04%"
