"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35186","0","34850","3","0","333","0"
"2","Ballari","0","97842","1","96053","102","0","1687","0"
"3","Belagavi","7","80104","12","79074","82","0","948","0"
"4","Bengaluru Rural","5","62139","2","61223","24","0","892","0"
"5","Bengaluru Urban","152","1261308","126","1239034","5890","2","16383","1"
"6","Bidar","0","24352","0","23943","1","0","404","4"
"7","Chamarajanagara","1","33117","1","32588","15","0","503","11"
"8","Chikkaballapura","2","44004","0","43557","14","0","432","1"
"9","Chikkamagaluru","1","51447","1","51002","47","0","398","0"
"10","Chitradurga","1","36765","0","36523","32","0","210","0"
"11","Dakshina 
Kannada","11","116278","16","114417","161","0","1693","7"
"12","Davanagere","1","51027","0","50411","8","0","608","0"
"13","Dharwada","2","61482","4","60125","30","1","1325","2"
"14","Gadag","0","26074","0","25755","0","0","319","0"
"15","Hassana","5","112268","25","110944","61","0","1261","2"
"16","Haveri","0","21961","0","21317","1","0","643","0"
"17","Kalaburagi","0","61973","1","61143","7","0","823","0"
"18","Kodagu","25","37670","22","37145","187","0","337","1"
"19","Kolara","6","47111","8","46416","52","0","643","0"
"20","Koppala","0","35209","0","34670","11","0","528","0"
"21","Mandya","2","73932","1","73241","36","0","655","0"
"22","Mysuru","13","180218","11","177668","122","0","2428","0"
"23","Raichuru","0","39992","3","39653","6","0","333","0"
"24","Ramanagara","0","24221","0","23892","6","0","323","0"
"25","Shivamogga","3","69721","3","68552","79","0","1090","0"
"26","Tumakuru","14","121291","5","120044","106","0","1141","0"
"27","Udupi","14","77037","4","76491","55","1","491","0"
"28","Uttara Kannada","5","56638","0","55735","129","0","774","0"
"29","Vijayapura","0","36288","0","35789","4","0","495","0"
"30","Yadagiri","0","27548","0","27342","0","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","270","3004239","246","2958630","7271","4","38309","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till tod 
 
Date: 25-12-2021 
 Page 5 of 8","","","","","","","","",""
