"Total No. of Sample Taken Today","27906"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 36)","6007"
"Total Active COVID-19 Patients","51864"
"Total No. of Active Cases under Home Isolation (24-01-2022)","49955"
"Total No. of Samples found Positive till date 
Total Omicron Cases:307 (Active – 02, Discharged - 305)","914826"
"Total Positive COVID-19 Patients Recovered / Discharged till date","852745"
"No. of Deaths","10194"
"Total No. of People Vaccinated today","99168 
(1st Dose: 35229, 
2nd Dose: 57180 
Precaution Dose:6759)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22316857 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 79% for 18yrs above population)","16343889 (79%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","111931"
"Cumulative Coverage of Total COVID-19 Vaccination","38772677"
"COVID-19 Today (24-01-2022) Positivity Rate","18.77%"
"Recovery Rate","93.21%"
"Fatality Rate","1.11%"
"Tests Per Million Population","616223"
