"Total No. of Sample Taken Today","21879"
"Total No. of Positive Cases Detected Today","15"
"Total Positive Cases under Home Isolation (25-10-2021)","74"
"Total No. of Samples Sent till date","12919062"
"Total No. of Samples found Positive till date","771189 
(M: 471262 
F: 299910 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761012"
"Total Active COVID-19 Patients","105"
"No. of Deaths","10049"
"Total No. of People Vaccinated today","101799 
(1st Dose: 31957, 
2nd Dose: 69842"
"Cumulative Coverage of Vaccination","25557498"
"COVID-19 Today (26-10-2021) Positivity Rate","0.09%"
"COVID-19 Cumulative Positivity Rate","5.98%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","509628"
