"Total No. of Sample Taken Today","5175"
"Total No. of Positive Cases Detected Today","67"
"Total Active COVID-19 Patients","325"
"Total No. of Active Cases under Home Isolation (08-04-2022)","321"
"Total No. of Samples found Positive till date","985701"
"Total Positive COVID-19 Patients Recovered / Discharged till date","974736"
"No. of Deaths","10617"
"Total No. of People Vaccinated Today","21437 
(1st Dose: 6361 
2nd Dose: 12849 
Precaution Dose: 2227)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23194493 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18560330 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","292533"
"Cumulative Coverage of Total COVID-19 Vaccination","42047356"
"COVID-19 Today (08-04-2022) Positivity Rate","1.27%"
"Recovery Rate","98.89%"
"Fatality Rate","1.08%"
"Tests Per Million Population","675321"
