"Total No. of Sample Taken Today","5080"
"Total No. of Positive Cases Detected Today","234"
"Total Active COVID-19 Patients","974"
"Total No. of Active Cases under Home Isolation (18-04-2022)","959"
"Total No. of Samples found Positive till date","987230"
"Total Positive COVID-19 Patients Recovered / Discharged till date","975615"
"No. of Deaths","10618"
"Total No. of People Vaccinated Today","34169 
(1st Dose: 9284 
2nd Dose: 18847 
Precaution Dose: 6038)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23238527 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18671854 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","333513"
"Cumulative Coverage of Total COVID-19 Vaccination","42243894"
"COVID-19 Today (18-04-2022) Positivity Rate","3.22%"
"Recovery Rate","98.82%"
"Fatality Rate","1.08%"
"Tests Per Million Population","677585"
