"Total No. of Sample Taken Today","24302"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","497"
"Total Active COVID-19 Patients","2477"
"Total No. of Active Cases under Home Isolation (24-02-2022)","2202"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","980360"
"Total Positive COVID-19 Patients Recovered / Discharged till date","967313"
"No. of Deaths","10547"
"Total No. of People Vaccinated today","46523 
(1st Dose: 6884, 
2nd Dose: 37400 
Precaution Dose: 2239)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22840183 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 18yrs above population)","17950256 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","232204"
"Cumulative Coverage of Total COVID-19 Vaccination","41022643"
"COVID-19 Today (24-02-2022) Positivity Rate","1.97%"
"Recovery Rate","98.67%"
"Fatality Rate","1.08%"
"Tests Per Million Population","650685"
"",""
