"Total No. of Sample Taken Today","13935"
"Total No. of Positive Cases Detected Today","327"
"Total Active COVID-19 Patients","1246"
"Total No. of Active Cases under Home Isolation (10-06-2022)","1225"
"Total No. of Samples found Positive till date","1004948"
"Total Positive COVID-19 Patients Recovered / Discharged till date","993058"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","20997 
(1st Dose: 1516 
2nd Dose: 7586 
Precaution Dose: 11895)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23549284 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19317799 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","781081"
"Cumulative Coverage of Total COVID-19 Vaccination","43648164"
"COVID-19 Today (10-06-2022) Positivity Rate","2.47%"
"Recovery Rate","98.82%"
"Fatality Rate","1.06%"
