,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Anjaw,0,0,0,2,2,29,0,0.0,0.0,0.0,18049.0,47.0,342.0,21089,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,1068,3,1065,20894,11716,8032,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
1,1,1,1,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Changlang,0,0,0,0,120,938,0,3.0,0.0,5.0,55544.0,1019.0,4713.0,147951,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,3807,22,3782,79405,89722,58267,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
2,2,2,2,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,East Kameng,0,0,0,0,17,64,0,0.0,0.0,0.0,45273.0,81.0,452.0,78413,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,1094,0,1094,52762,22979,15933,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
3,3,3,3,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,East Siang,1,0,0,39,28,179,0,14.0,0.0,11.0,39026.0,282.0,1436.0,99019,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,3213,17,3185,60893,54137,40117,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
4,4,4,4,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Kamle,0,0,0,2,0,0,0,0.0,0.0,0.0,5191.0,32.0,178.0,22256,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,512,0,512,6576,6951,3917,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
5,5,5,5,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Kra Daadi,0,0,0,1,0,5,0,0.0,0.0,0.0,2842.0,6.0,37.0,0,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,270,0,270,6060,6278,3291,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
6,6,6,6,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Kurung Kumey,0,0,0,5,26,74,0,0.0,0.0,0.0,4950.0,51.0,286.0,89717,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,511,1,510,9151,9165,5856,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
7,7,7,7,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Lepa Rada,0,0,0,9,1,9,0,2.0,0.0,1.0,9916.0,31.0,279.0,0,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,876,3,871,16663,13342,10292,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
8,8,8,8,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Lohit,0,0,0,13,5,76,0,9.0,0.0,3.0,33641.0,194.0,1207.0,145538,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,2887,26,2851,48586,31191,22483,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
9,9,9,9,2021-11-03,AR,7,0,4,455,456,3560,0,54.0,0.0,84.0,-8081.0,3996.0,23264.0,Longding,0,0,0,0,24,127,0,1.0,0.0,0.0,9457.0,102.0,597.0,60000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,752,2,749,19799,19333,8217,2021-11-03 18:05,1504000,2021-11-03 20:00,https://twitter.com/DirHealth_ArPr,,55174,280,54809,1175222,774261,547078,0,0,0,0,0
