,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Bagalkote,0,0,0,,234,107,0,0,0.0,0.0,0.0,,30047.0,7250.0,0,1890826,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,35178.0,333.0,34843.0,,1190728,615958,0,0.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,0.0
1,1,1,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Ballari,0,0,2,,2084,1863,0,0,8.0,0.0,18.0,,40719.0,44155.0,0,2532383,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,97767.0,1689.0,95968.0,,1771214,877289,0,0.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,0.0
2,2,2,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Belagavi,5,0,4,,2385,3663,0,0,30.0,0.0,29.0,,31648.0,63546.0,0,4778439,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,79914.0,938.0,78897.0,,3175509,1406130,0,0.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,0.0
3,3,3,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Bengaluru Rural,5,0,3,,223,1822,0,0,21.0,0.0,23.0,,2814.0,15256.0,0,987257,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,62012.0,890.0,61082.0,,701839,392046,0,0.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,0.0
4,4,4,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Bengaluru Urban,151,1,173,,2776,14518,0,0,1102.0,26.0,1101.0,,33343.0,171892.0,0,9588910,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,1252257.0,16285.0,1229570.0,,9231320,5965893,0,1.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,1.0
5,5,5,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Bidar,0,0,0,,270,610,0,0,0.0,0.0,3.0,,9013.0,14980.0,0,1700018,,,4.0 cases were recorded as Deaths due to Non Covid Reasons,24340.0,400.0,23936.0,,932939,521174,0,4.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,4.0
6,6,6,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Chamarajanagara,0,0,1,,61,957,0,0,4.0,0.0,17.0,,1137.0,17537.0,0,1020962,,,11.0 cases were recorded as Deaths due to Non Covid Reasons,33001.0,500.0,32475.0,,648266,356655,0,11.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,11.0
7,7,7,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Chikkaballapura,0,0,5,,102,319,0,0,10.0,3.0,9.0,,1705.0,4910.0,0,1254377,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,43953.0,429.0,43506.0,,852994,499788,0,1.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,1.0
8,8,8,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Chikkamagaluru,4,0,2,,52,347,0,0,22.0,0.0,34.0,,2049.0,7459.0,0,1137753,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,51134.0,395.0,50674.0,,738027,349132,0,0.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,0.0
9,9,9,2021-11-03,KA,254.0,2.0,316.0,76420,24595,52405,0,0,2179.0,54.0,2249.0,652672.0,413915.0,837800.0,0.0,Chitradurga,1,0,2,,1196,1546,0,0,16.0,0.0,14.0,,30521.0,31418.0,0,1660378,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,36671.0,206.0,36418.0,,1027846,626407,0,0.0,2022-01-22T01:23:46.950756+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989014.0,38091.0,2942588.0,51084158.0,42625526,23156908,0,29.0,29.0,0.0
