,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Almora,1,0,0,54,15,243,0,0,2.0,0.0,0.0,150114.0,509.0,8055.0,0,621927,,,614 cases were recorded as Migrated / Others,12191,196,11378,234557.0,378369,217800,0,614,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,614.0
1,1,1,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Bageshwar,0,0,0,529,0,0,0,0,1.0,0.0,0.0,146505.0,280.0,4529.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5678,202131.0,183489,131794,0,25,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,25.0
2,2,2,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Chamoli,0,0,0,443,10,165,0,0,1.0,0.0,0.0,193021.0,733.0,10085.0,0,391114,,,204 cases were recorded as Migrated / Others,12242,62,11972,283411.0,274023,193405,0,204,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,204.0
3,3,3,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Champawat,0,0,0,392,23,544,0,0,1.0,0.0,0.0,136813.0,539.0,6165.0,0,259315,,,189 cases were recorded as Migrated / Others,7603,53,7358,231881.0,183518,122275,0,189,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,189.0
4,4,4,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Dehradun,3,0,4,3689,152,2071,0,0,27.0,0.0,29.0,1488314.0,4493.0,41027.0,0,1698560,,,598 cases were recorded as Migrated / Others,112374,3521,108149,1889810.0,1466993,808436,0,598,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,598.0
5,5,5,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Haridwar,2,0,0,1656,72,692,0,0,6.0,1.0,7.0,1701716.0,4403.0,59493.0,0,1927029,,,1376 cases were recorded as Migrated / Others,51501,1019,49097,2071258.0,1458675,667830,0,1376,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,1376.0
6,6,6,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Nainital,1,0,2,417,163,1118,0,0,10.0,0.0,11.0,349289.0,1807.0,14425.0,0,955128,,,134 cases were recorded as Migrated / Others,39235,944,38146,553711.0,723597,404477,0,134,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,134.0
7,7,7,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Pauri Garhwal,0,0,1,485,18,176,0,0,2.0,0.0,2.0,244006.0,1375.0,9696.0,0,686527,,,701 cases were recorded as Migrated / Others,17686,315,16670,382884.0,431712,232726,0,701,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,701.0
8,8,8,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Pithoragarh,0,0,2,68,41,422,0,0,5.0,1.0,5.0,143945.0,696.0,7911.0,0,485993,,,108 cases were recorded as Migrated / Others,10262,182,9964,216631.0,318868,186126,0,108,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,108.0
9,9,9,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Rudraprayag,0,0,0,305,30,364,0,0,0.0,0.0,1.0,139869.0,291.0,4657.0,0,236857,,,159 cases were recorded as Migrated / Others,8800,106,8535,192247.0,171032,115294,0,159,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,159.0
10,10,10,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Tehri Garhwal,0,0,0,229,9,76,0,0,0.0,0.0,0.0,200426.0,1358.0,10838.0,0,616409,,,900 cases were recorded as Migrated / Others,15835,108,14827,305537.0,381950,210435,0,900,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,900.0
11,11,11,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Udham Singh Nagar,0,0,0,724,116,2816,0,0,1.0,0.0,0.0,572981.0,2773.0,45243.0,0,1648367,,,799 cases were recorded as Migrated / Others,37876,761,36315,910273.0,1278723,537785,0,799,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,799.0
12,12,12,2021-11-03,UT,7,0,9,9074,738,9392,0,0,57.0,2.0,55.0,77273.0,20230.0,231046.0,0.0,Uttarkashi,0,0,0,83,89,705,0,0,1.0,0.0,0.0,216110.0,973.0,8922.0,0,329686,,,343 cases were recorded as Migrated / Others,12549,74,12129,336136.0,234855,164477,0,343,2022-01-22T02:22:31.219107+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343918,7401,330218,7810467,7485804,3992860,0,6150,6150.0,343.0
