"Total No. of Sample Taken Today","5932"
"Total No. of Positive Cases Detected Today","69"
"Total Active COVID-19 Patients","252"
"Total No. of Active Cases under Home Isolation (05-04-2022)","241"
"Total No. of Samples found Positive till date","985479"
"Total Positive COVID-19 Patients Recovered / Discharged till date","974587"
"No. of Deaths","10617"
"Total No. of People Vaccinated Today","21750 
(1st Dose: 7643 
2nd Dose: 11898 
Precaution Dose: 2209)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23177216 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18526057 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","286381"
"Cumulative Coverage of Total COVID-19 Vaccination","41989654"
"COVID-19 Today (05-04-2022) Positivity Rate","1.42%"
"Recovery Rate","98.89%"
"Fatality Rate","1.08%"
"Tests Per Million Population","674617"
