"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","551","748","241041","5","12272","253313","908"
"Bageshwar","266","456","216057","9","5785","221842","500"
"Chamoli","412","490","295627","5","12260","307887","650"
"Champawat","1441","1204","269200","3","7688","276888","1346"
"Dehradun","2989","2651","1932675","253","113545","2046220","1716"
"Haridwar","5845","5953","2235972","64","51740","2287712","945"
"Nainital","1515","1382","580554","55","39609","620163","734"
"Pauri Garhwal","919","1272","416393","60","17922","434315","817"
"Pithoragarh","1171","398","235560","6","10328","245888","2278"
"Rudraprayag","426","293","202659","1","8808","211467","981"
"Tehri Garhwal","450","391","307976","5","15864","323840","756"
"US Nagar","2109","2661","974236","37","38078","1012314","164"
"Uttarkashi","373","43","344931","2","12569","357500","660"
"Total","18467","17942","8252881","505","346468","8599349","12455"
