"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,764+1","15,627+3","102","35-2","18-Dec-21"
"2","Coochbehar","29,845+8","29,607+11","99","139-3","18-Dec-21"
"3","Darjeeling","58,286+18","57,490+19","550","246-1","18-Dec-21"
"4","Kalimpong","7,156+2","7,082+1","54","20+1","18-Dec-21"
"5","Jalpaiguri","42,657+7","41,900+13","592","165-6","18-Dec-21"
"6","Uttar Dinajpur","20,146+7","19,843+4","241","62+3","18-Dec-21"
"7","Dakshin Dinajpur","18,661+6","18,374+9","176","111-3","18-Dec-21"
"8","Malda","33,842+5","33,567+7","188","87-2","18-Dec-21"
"9","Murshidabad","34,231+1","33,844+4","331","56-3","18-Dec-21"
"10","Nadia","74,743+33","73,525+24","896","322+9","18-Dec-21"
"11","Birbhum","41,963+19","41,451+16","292","220+3","18-Dec-21"
"12","Purulia","19,509+4","19,372+2","114","23+2","18-Dec-21"
"13","Bankura","36,966+18","36,563+9","276","127+9","18-Dec-21"
"14","Jhargram","12,347+2","12,275+3","27","45-1","18-Dec-21"
"15","Paschim Medinipur","54,303+13","53,632+12","510","161+1","18-Dec-21"
"16","Purba Medinipur","63,525+4","63,035+7","404+1","86-4","18-Dec-21"
"17","Purba Bardhaman","42,736+8","42,400+10","208","128-2","18-Dec-21"
"18","Paschim Bardhaman","58,817+18","58,189+20","363","265-2","18-Dec-21"
"19","Howrah","1,01,204+29","99,199+36","1,544","461-7","18-Dec-21"
"20","Hooghly","88,964+56","87,376+41","1,027+1","561+14","18-Dec-21"
"21","North 24 Parganas","3,35,405+104","3,29,061+102","4,995+4","1,349-2","18-Dec-21"
"22","South 24 Parganas","1,03,682+28","1,01,749+42","1,388","545-14","18-Dec-21"
"23","Kolkata","3,32,258+174","3,24,694+173","5,289+3","2,275-2","18-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,27,076+565","15,99,918+568","19,669+9","7,489-12",""
