"Total No. of Sample Taken Today","11354"
"Total No. of Positive Cases Detected Today","625"
"Total Active COVID-19 Patients","3281"
"Total No. of Active Cases under Home Isolation (31-07-2022)","3158"
"Total No. of Samples found Positive till date","1030048"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1016101"
"No. of Deaths","10643"
"Total No. of People Vaccinated Today","4193 
(1st Dose: 228 
2nd Dose: 859 
Precaution Dose: 3106)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23622176 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19656856 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1450935"
"Cumulative Coverage of Total COVID-19 Vaccination","44729967"
"COVID-19 Today (31-07-2022) Positivity Rate","4.47%"
"Recovery Rate","98.65%"
"Fatality Rate","1.03%"
