"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","796600","10","50038","0","447","0","49509","82"
"2","ALWAR","1628923","8","84937","0","321","2","84564","52"
"3","BANSWARA","322429","0","14782","0","106","0","14672","4"
"4","BARAN","242155","1","15315","0","64","0","15247","4"
"5","BARMER","406104","0","21475","0","205","0","21252","18"
"6","BHARATPUR","476403","0","31453","0","272","0","31180","1"
"7","BHILWARA","510245","4","38289","0","162","0","38074","53"
"8","BIKANER","759729","9","50400","0","590","3","49691","119"
"9","BUNDI","236805","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","454766","2","29438","0","140","0","29284","14"
"11","CHURU","437580","0","20951","0","115","0","20826","10"
"12","DAUSA","297576","1","15897","0","82","0","15798","17"
"13","DHOLPUR","289628","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328142","0","25507","0","134","0","25365","8"
"15","GANGANAGAR","423460","0","28187","0","158","0","28021","8"
"16","HANUMANGARH","489480","0","22534","0","115","0","22414","5"
"17","JAIPUR","3479410","41","277666","0","2114","0","275114","438"
"18","JAISALMER","243003","0","17036","0","68","0","16968","0"
"19","JALORE","449000","1","10575","0","78","0","10486","11"
"20","JHALAWAR","415074","2","17768","0","207","0","17556","5"
"21","JHUNJHUNU","494298","0","19161","0","181","0","18980","0"
"22","JODHPUR","1435040","23","141578","0","1164","10","140244","170"
"23","KARAULI","243153","0","8969","0","85","0","8884","0"
