"Total No. of Sample Taken Today","41109"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 13)","5166"
"Total Positive Cases under Home Isolation (08-01-2022)","13223"
"Total No. of Samples Sent till date","14985715"
"Total No. of Samples found Positive till date 
Total Omicron Cases:136 (Active – 25, Discharged - 111)","794151 
(M: 484227 
F: 309907 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","765758"
"Total Active COVID-19 Patients","18298"
"No. of Deaths","10072"
"Total No. of People Vaccinated today","107587 
(1st Dose: 59510, 
2nd Dose: 48077)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","21479910"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","15330891"
"Cumulative Coverage of Total COVID-19 Vaccination","36810801"
"COVID-19 Today (09-01-2022) Positivity Rate","10.64%"
"COVID-19 Cumulative Positivity Rate","5.31%"
"Recovery Rate","96.42%"
"Fatality Rate","1.27%"
"Tests Per Million Population","591152"
