"Total No. of Sample Taken Today","37720"
"Total No. of Positive Cases Detected Today","23"
"Total Positive Cases under Home Isolation (10-12-2021)","180"
"Total No. of Samples Sent till date","13966631"
"Total No. of Samples found Positive till date","771989 
(M: 471685 
F: 300287 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761684"
"Total Active COVID-19 Patients","227"
"No. of Deaths","10055"
"Total No. of People Vaccinated today","141460 
(1st Dose: 27253, 
2nd Dose: 114207"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18929818 (92%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","11276134 (55%)"
"Cumulative Coverage of Total COVID-19 Vaccination","30205952"
"COVID-19 Today (11-12-2021) Positivity Rate","0.06%"
"COVID-19 Cumulative Positivity Rate","5.54%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","550952"
