"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"","1","Bagalakote","0","40686","0","40317","1","0","368","0"
"","2","Ballari","2","115547","0","113754","27","0","1764","2"
"","3","Belagavi","1","100164","0","99147","12","0","1003","2"
"","4","Bengaluru Rural","2","79325","5","78409","9","0","907","0"
"","5","Bengaluru urban","610","1794738","462","1773425","4346","1","16966","1"
"","6","Bidar","0","29812","0","29388","0","0","420","4"
"","7","Chamarajanagara","0","43618","0","43083","0","0","524","11"
"","8","Chikkaballapura","0","55629","0","55168","0","0","460","1"
"","9","Chikkamagaluru","0","57262","0","56855","1","0","406","0"
"","10","Chitradurga","0","46385","1","46146","0","0","239","0"
"","11","Dakshina 
Kannada","7","135689","14","133805","33","1","1841","10"
"","12","Davanagere","0","57546","0","56921","2","0","623","0"
"","13","Dharwada","1","84120","3","82722","7","0","1384","7"
"","14","Gadag","0","30585","1","30249","0","0","336","0"
"","15","Hassana","0","143879","1","142568","2","0","1307","2"
"","16","Haveri","0","26842","0","26173","0","0","669","0"
"","17","Kalaburagi","1","76617","1","75732","4","0","881","0"
"","18","Kodagu","0","49264","0","48911","0","0","352","1"
"","19","Kolara","0","63026","0","62356","6","0","664","0"
"","20","Koppala","0","41282","0","40743","1","0","538","0"
"","21  Mandya","","0","101486","0","100775","0","0","711","0"
"","22  Mysuru","","2","229623","9","227045","19","0","2559","0"
"","23","Raichuru","0","45456","0","45091","1","0","364","0"
"","24","Ramanagara","0","29812","0","29464","1","0","347","0"
"","25","Shivamogga","1","83342","0","82206","7","0","1128","1"
"","26","Tumakuru","1","159866","0","158644","4","0","1218","0"
"","27","Udupi","3","95647","4","95092","9","0","546","0"
"","28","Uttara Kannada","3","71189","2","70372","8","0","809","0"
"","29","Vijayapura","0","41018","0","40497","0","0","521","0"
"","30","Yadagiri","0","29967","0","29755","0","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","634","3959458","503","3914846","4500","2","40070","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 17-06-2022 
Page 5 of 8","","","","","","","","","",""
