"1","Total Samples taken","18873980"
"2","Sample collected on the day","15267"
"3","Test conducted on the day","11288"
"4","Total No. of patients tested Positive","758963"
"5","No. of patients discharged","741056"
"6","Positive cases on the day","22"
"7","Number of active Cases","169"
"8","Total Deaths reported","17738"
"9","No. of Patients on oxygen support","10"
"10","Patients at critical care Level-3 facilities","4"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","6"
"13","Total Healthcare Workers vaccinated with 1st dose","218453"
"14","Frontline Workers vaccinated with 1st dose on the day","6"
"15","Total Frontline Workers vaccinated with 1st dose","1116773"
"16","Healthcare Workers vaccinated with 2nd dose on the day","71"
"17","Total Healthcare Workers vaccinated with 2nd dose","208103"
"18","Frontline Workers vaccinated with 2nd dose on the day","542"
"19","Total Frontline Workers vaccinated with 2nd dose","1002318"
"20","Above 45 Vaccinated with 1st dose on the day","1214"
"21","Total Above 45 Vaccinated with 1st dose","8245202"
"22","Above 45 Vaccinated with 2nd dose on the day","8543"
"23","Total Above 45 Vaccinated with 2nd dose","6715903"
"24","18-44 years age group Vaccinated with 1st dose on the day","4544"
"25","Total 18-44 years age group Vaccinated with 1st dose","12380076"
"26","18-44 years age group Vaccinated with 2nd dose on the day","18266"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8697468"
"28","15-17 years age group Vaccinated with 1st dose on the day","8761"
"29","Total 15-17 years age group Vaccinated with 1st dose","907466"
"30","15-17 years age group Vaccinated with 2nd dose on the day","11177"
"31","Total 15-17 years age group Vaccinated with 2nddose","400864"
"32","12-14 years age group Vaccinated with 1st dose on the day","27166"
"33","Total 12-14 years age group Vaccinated with 1st dose","72329"
"34","Precautionary dose given on the day","1788"
"35","Total Precautionary dose given","426581"
"36","Total Vaccination 1st dose on the day","5770"
"37","Total Vaccination 2nd dose on the day","27422"
"38","Total Vaccination 1st and 2nd dose on the day","33192"
