"S.
No.","District","Total Confirmed Cases","","Total Cured","","Total Deaths","","Total Active
Cases"
"","","From 1st
April 2022","Till Date","From 1st
April 2022","Till Date","From 1st
April 2022","Till Date",""
"1","Ludhiana","848","110624","688","108177","15","2294","153"
"2","SAS Nagar","1420","97109","1169","95702","9","1157","250"
"3","Jalandhar","410","78680","301","77001","3","1581","98"
"4","Patiala","550","62569","443","61015","1","1458","96"
"5","Amritsar","244","59641","189","57897","2","1684","60"
"6","Bathinda","294","51162","181","49959","0","1088","115"
"7","Hoshiarpur","137","40977","121","39853","0","1096","28"
"8","Gurdaspur","71","27009","59","26132","1","865","12"
"9","Pathankot","135","24658","106","24139","0","495","24"
"10","Fazilka","101","23496","91","22930","0","545","21"
"11","Muktsar","44","22596","35","22045","0","539","12"
"12","Kapurthala","103","22133","78","21530","1","583","20"
"13","Ropar","114","18052","82","17565","1","456","31"
"14","Ferozepur","78","17977","63","17423","1","538","16"
"15","Mansa","60","17285","43","16879","1","393","13"
"16","Faridkot","132","16915","112","16553","1","339","23"
"17","Sangrur","38","14347","31","13604","0","735","8"
"18","SBS Nagar","57","13459","43","13031","0","409","19"
"19","FG Sahib","129","11962","94","11574","0","354","34"
"20","Moga","26","11013","23","10754","1","255","4"
"21","Tarn Taran","26","10922","13","10518","0","394","10"
"22","Barnala","38","7535","23","7166","0","349","20"
"23","Malerkotla","15","3983","13","3804","0","176","3"
"","Total","5070","764104","4001","745251","37","17783","1070"
