"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","768675","3","49689","0","446","4","49207","36"
"2","ALWAR","1542998","14","84397","0","320","4","84035","42"
"3","BANSWARA","302384","6","14723","0","106","5","14577","40"
"4","BARAN","222078","0","15236","0","64","1","15157","15"
"5","BARMER","397314","0","21449","0","205","2","21218","26"
"6","BHARATPUR","468619","5","31402","0","272","5","31116","14"
"7","BHILWARA","494375","2","38172","0","162","2","38000","10"
"8","BIKANER","715541","5","49865","0","584","10","49229","52"
"9","BUNDI","223953","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","445259","0","29361","0","140","1","29203","18"
"11","CHURU","416083","4","20790","0","114","11","20620","56"
"12","DAUSA","277748","0","15768","0","80","0","15682","6"
"13","DHOLPUR","272051","0","13745","0","49","4","13686","10"
"14","DUNGARPUR","325246","0","25497","0","134","0","25360","3"
"15","GANGANAGAR","414653","6","28119","0","158","4","27911","50"
"16","HANUMANGARH","477451","7","22462","0","114","11","22302","46"
"17","JAIPUR","3250102","72","273865","1","2110","125","271070","685"
"18","JAISALMER","240051","0","17036","0","68","2","16959","9"
"19","JALORE","436860","0","10537","0","78","2","10448","11"
"20","JHALAWAR","365244","5","17696","0","207","3","17479","10"
"21","JHUNJHUNU","478974","1","19155","0","181","6","18955","19"
"22","JODHPUR","1376241","9","140894","0","1163","22","139639","92"
"23","KARAULI","230953","0","8963","0","84","1","8876","3"
