"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,378+8","15,178+8","101","99","20-Sep-21"
"2","Coochbehar","28,765+10","28,477+16","96","192-6","20-Sep-21"
"3","Darjeeling","55,932+25","54,963+38","527","442-13","20-Sep-21"
"4","Kalimpong","6,856+4","6,722+7","53","81-3","20-Sep-21"
"5","Jalpaiguri","41,297+17","40,455+24","563","279-7","20-Sep-21"
"6","Uttar Dinajpur","19,682+1","19,407+3","235","40-2","20-Sep-21"
"7","Dakshin Dinajpur","17,348+7","17,058+10","169","121-3","20-Sep-21"
"8","Malda","33,059+9","32,752+10","186","121-1","20-Sep-21"
"9","Murshidabad","33,800+3","33,453+2","325","22+1","20-Sep-21"
"10","Nadia","71,470+32","70,147+38","795+1","528-7","20-Sep-21"
"11","Birbhum","40,699+3","40,335+7","285","79-4","20-Sep-21"
"12","Purulia","19,332+1","19,190+2","113","29-1","20-Sep-21"
"13","Bankura","35,602+10","35,089+21","266","247-11","20-Sep-21"
"14","Jhargram","11,899+9","11,754+10","27","118-1","20-Sep-21"
"15","Paschim Medinipur","52,496+23","51,608+33","502+1","386-11","20-Sep-21"
"16","Purba Medinipur","62,315+35","61,539+25","386","390+10","20-Sep-21"
"17","Purba Bardhaman","41,039+18","40,603+20","192+1","244-3","20-Sep-21"
"18","Paschim Bardhaman","57,025+13","56,493+15","352","180-2","20-Sep-21"
"19","Howrah","96,451+31","94,473+35","1,504+1","474-5","20-Sep-21"
"20","Hooghly","83,924+36","82,446+44","961+1","517-9","20-Sep-21"
"21","North 24 Parganas","3,24,247+98","3,18,276+91","4,691+4","1,280+3","20-Sep-21"
"22","South 24 Parganas","98,662+36","96,808+36","1,303+2","551-2","20-Sep-21"
"23","Kolkata","3,15,366+108","3,09,002+97","5,043+3","1,321+8","20-Sep-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,62,710+537","15,36,291+592","18,678+14","7,741-69",""
