"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","791104","8","49821","0","447","0","49348","26"
"2","ALWAR","1617667","1","84753","0","321","6","84392","40"
"3","BANSWARA","320530","0","14771","0","106","2","14665","0"
"4","BARAN","239392","0","15308","0","64","0","15240","4"
"5","BARMER","404502","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476303","0","31451","0","272","0","31179","0"
"7","BHILWARA","508465","0","38200","0","162","2","38029","9"
"8","BIKANER","749240","6","50024","0","587","4","49391","46"
"9","BUNDI","235724","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","453099","1","29400","0","140","0","29251","9"
"11","CHURU","435923","4","20891","0","115","10","20754","22"
"12","DAUSA","294498","6","15851","0","81","3","15747","23"
"13","DHOLPUR","287274","1","13966","0","49","2","13916","1"
"14","DUNGARPUR","327906","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","423049","0","28156","0","158","2","27995","3"
"16","HANUMANGARH","488973","1","22522","0","114","0","22404","4"
"17","JAIPUR","3447885","30","276569","0","2113","47","274150","306"
"18","JAISALMER","242651","0","17036","0","68","0","16968","0"
"19","JALORE","446238","1","10552","0","78","1","10471","3"
"20","JHALAWAR","405066","0","17754","0","207","2","17542","5"
"21","JHUNJHUNU","493324","0","19160","0","181","0","18978","1"
"22","JODHPUR","1427187","4","141177","0","1164","3","139995","18"
"23","KARAULI","241139","0","8968","0","84","0","8884","0"
