"Total No. of Sample Taken Today","20260"
"Total No. of Positive Cases Detected Today","31"
"Total Positive Cases under Home Isolation (19-12-2021)","177"
"Total No. of Samples Sent till date","14243877"
"Total No. of Samples found Positive till date","772228 
(M: 471814 
F: 300397 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761935"
"Total Active COVID-19 Patients","209"
"No. of Deaths","10061"
"Total No. of People Vaccinated today","193343 
(1st Dose: 37752, 
2nd Dose: 155591)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19148224 (93%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","12231411 (59%)"
"Cumulative Coverage of Total COVID-19 Vaccination","31379635"
"COVID-19 Today (20-12-2021) Positivity Rate","0.12%"
"COVID-19 Cumulative Positivity Rate","5.43%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","561889"
