"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16849","16545","43","261"
"2","Chengalpattu","171694","168234","956","2504"
"3","Chennai","554554","544558","1454","8542"
"4","Coimbatore","246660","242944","1301","2415"
"5","Cuddalore","64069","62979","223","867"
"6","Dharmapuri","28409","27936","199","274"
"7","Dindigul","33090","32341","104","645"
"8","Erode","104235","102742","809","684"
"9","Kallakurichi","31350","31033","107","210"
"10","Kancheepuram","74940","73349","333","1258"
"11","Kanyakumari","62345","61100","197","1048"
"12","Karur","24071","23507","208","356"
"13","Krishnagiri","43554","43017","189","348"
"14","Madurai","75202","73836","194","1172"
"15","Mayiladuthurai","23277","22868","93","316"
"16","Nagapattinam","21058","20541","172","345"
"17","Namakkal","52202","51202","502","498"
"18","Nilgiris","33546","33139","197","210"
"19","Perambalur","12065","11785","37","243"
"20","Pudukottai","30171","29619","136","416"
"21","Ramanathapuram","20561","20152","52","357"
"22","Ranipet","43422","42543","104","775"
"23","Salem","99831","97552","595","1684"
"24","Sivagangai","20182","19845","131","206"
"25","Tenkasi","27353","26830","39","484"
"26","Thanjavur","75315","73815","528","972"
"27","Theni","43570","43013","37","520"
"28","Thirupathur","29291","28592","74","625"
"29","Thiruvallur","119342","117083","417","1842"
"30","Thiruvannamalai","54950","54094","189","667"
"31","Thiruvarur","41438","40738","260","440"
"32","Thoothukudi","56293","55748","137","408"
"33","Tirunelveli","49363","48799","133","431"
"34","Tiruppur","95336","93630","728","978"
"35","Trichy","77497","75989","449","1059"
"36","Vellore","49852","48549","172","1131"
"37","Villupuram","45847","45371","120","356"
"38","Virudhunagar","46289","45679","62","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1082","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,01,614","26,53,832","11,685","36,097"
