"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","787768","5","49768","0","447","1","49298","23"
"2","ALWAR","1609180","10","84629","0","320","12","84258","51"
"3","BANSWARA","317921","0","14765","0","106","0","14659","0"
"4","BARAN","235839","0","15288","0","64","8","15195","29"
"5","BARMER","403492","0","21455","0","205","0","21249","1"
"6","BHARATPUR","476266","0","31451","0","272","0","31179","0"
"7","BHILWARA","507003","0","38183","0","162","0","38019","2"
"8","BIKANER","742511","2","49937","0","586","0","49336","15"
"9","BUNDI","234035","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451984","0","29383","0","140","0","29237","6"
"11","CHURU","434240","0","20836","0","114","0","20717","5"
"12","DAUSA","291744","0","15813","0","80","0","15717","16"
"13","DHOLPUR","284697","0","13944","0","49","1","13883","12"
"14","DUNGARPUR","327731","0","25498","0","134","1","25364","0"
"15","GANGANAGAR","422565","1","28149","0","158","0","27985","6"
"16","HANUMANGARH","488367","0","22518","0","114","0","22404","0"
"17","JAIPUR","3416716","31","275872","1","2113","24","273495","264"
"18","JAISALMER","242419","0","17036","0","68","0","16968","0"
"19","JALORE","445137","0","10546","0","78","0","10468","0"
"20","JHALAWAR","395266","0","17727","0","207","0","17508","12"
"21","JHUNJHUNU","492434","0","19158","0","181","0","18977","0"
"22","JODHPUR","1421299","3","141120","0","1164","0","139945","11"
"23","KARAULI","238170","0","8968","0","84","0","8884","0"
