"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","18870","17457","1148","265"
"2","Chengalpattu","219474","200754","16118","2602"
"3","Chennai","715665","661802","44974","8889"
"4","Coimbatore","302564","272533","27474","2557"
"5","Cuddalore","71326","67157","3285","884"
"6","Dharmapuri","33729","30589","2859","281"
"7","Dindigul","35841","33802","1384","655"
"8","Erode","122437","113578","8137","722"
"9","Kallakurichi","35054","33145","1698","211"
"10","Kancheepuram","89649","83617","4747","1285"
"11","Kanyakumari","79395","70087","8231","1077"
"12","Karur","27790","25837","1583","370"
"13","Krishnagiri","54678","48399","5914","365"
"14","Madurai","87693","81717","4767","1209"
"15","Mayiladuthurai","25472","24007","1143","322"
"16","Nagapattinam","23958","22197","1396","365"
"17","Namakkal","62741","57628","4589","524"
"18","Nilgiris","39514","36966","2325","223"
"19","Perambalur","13980","13014","718","248"
"20","Pudukottai","32901","31091","1387","423"
"21","Ramanathapuram","23574","21946","1263","365"
"22","Ranipet","50971","46967","3219","785"
"23","Salem","117056","107718","7599","1739"
"24","Sivagangai","22593","21466","912","215"
"25","Tenkasi","31191","28429","2274","488"
"26","Thanjavur","87532","79753","6755","1024"
"27","Theni","49026","45524","2975","527"
"28","Thirupathur","34031","31173","2229","629"
"29","Thiruvallur","140942","132277","6762","1903"
"30","Thiruvannamalai","63430","58797","3954","679"
"31","Thiruvarur","45538","43188","1885","465"
"32","Thoothukudi","63155","60250","2470","435"
"33","Tirunelveli","59497","54922","4132","443"
"34","Tiruppur","115861","104879","9945","1037"
"35","Trichy","90190","84124","4942","1124"
"36","Vellore","56318","53573","1586","1159"
"37","Villupuram","51889","48363","3162","364"
"38","Virudhunagar","54482","50353","3577","552"
"39","Airport Surveillance 
(International)","1212","1196","15","1"
"40","Airport Surveillance 
(Domestic)","1104","1102","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","32,52,751","30,01,805","2,13,534","37,412"
