"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,942+3","18,775+5","110","57-2","3-Mar-22"
"2","Coochbehar","33,968+1","33,830+3","106","32-2","3-Mar-22"
"3","Darjeeling","69,051+4","68,379+7","599","73-3","3-Mar-22"
"4","Kalimpong","8,518","8,447+1","58","13-1","3-Mar-22"
"5","Jalpaiguri","49,616+4","48,905+6","648","63-2","3-Mar-22"
"6","Uttar Dinajpur","25,130+1","24,834+3","268","28-2","3-Mar-22"
"7","Dakshin Dinajpur","23,101+1","22,870+4","193","38-3","3-Mar-22"
"8","Malda","44,451+8","44,198+4","199","54+4","3-Mar-22"
"9","Murshidabad","41,641+1","41,250+3","356","35-2","3-Mar-22"
"10","Nadia","87,656+6","86,620+8","944","92-2","3-Mar-22"
"11","Birbhum","57,733+6","57,314+6","351","68","3-Mar-22"
"12","Purulia","24,232+2","24,081+2","123","28","3-Mar-22"
"13","Bankura","43,920+9","43,565+6","286","69+3","3-Mar-22"
"14","Jhargram","15,550+1","15,504+1","31","15","3-Mar-22"
"15","Paschim Medinipur","62,571+3","61,982+5","530","59-2","3-Mar-22"
"16","Purba Medinipur","67,851+1","67,373+3","441","37-2","3-Mar-22"
"17","Purba Bardhaman","55,447+7","55,137+6","238","72+1","3-Mar-22"
"18","Paschim Bardhaman","75,642+4","75,156+5","432","54-1","3-Mar-22"
"19","Howrah","1,25,061+3","1,23,327+9","1,640","94-6","3-Mar-22"
"20","Hooghly","1,07,965+4","1,06,773+6","1,119","73-2","3-Mar-22"
"21","North 24 Parganas","4,03,077+22","3,97,470+23","5,338","269-1","3-Mar-22"
"22","South 24 Parganas","1,27,327+11","1,25,696+10","1,511","120+1","3-Mar-22"
"23","Kolkata","4,47,154+23","4,41,194+26","5,654","306-3","3-Mar-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,15,670+125","19,92,743+152","21,178","1,749-27",""
