"Total No. of Sample Taken Today","26169"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","508"
"Total Active COVID-19 Patients","2678"
"Total No. of Active Cases under Home Isolation (23-02-2022)","2236"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","979863"
"Total Positive COVID-19 Patients Recovered / Discharged till date","966623"
"No. of Deaths","10539"
"Total No. of People Vaccinated today","47812 
(1st Dose: 7709, 
2nd Dose: 38062 
Precaution Dose: 2041)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22833299 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 18yrs above population)","17912856 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","229965"
"Cumulative Coverage of Total COVID-19 Vaccination","40976120"
"COVID-19 Today (23-02-2022) Positivity Rate","1.97%"
"Recovery Rate","98.65%"
"Fatality Rate","1.08%"
"Tests Per Million Population","649726"
