"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","14,974+33","14,616+18","99","259+15","6-Aug-21"
"2","Coochbehar","27,806+33","27,151+42","95","560-9","6-Aug-21"
"3","Darjeeling","53,793+57","52,262+78","500","1,031-21","6-Aug-21"
"4","Kalimpong","6,407+28","6,121+18","43","243+10","6-Aug-21"
"5","Jalpaiguri","40,124+76","38,915+48","540+1","669+27","6-Aug-21"
"6","Uttar Dinajpur","19,480+10","19,118+10","233","129","6-Aug-21"
"7","Dakshin Dinajpur","16,943+8","16,675+7","168","100+1","6-Aug-21"
"8","Malda","32,676+4","32,430+5","184","62-1","6-Aug-21"
"9","Murshidabad","33,621+2","33,236+5","322","63-3","6-Aug-21"
"10","Nadia","69,471+50","68,116+48","709+5","646-3","6-Aug-21"
"11","Birbhum","40,378+7","39,972+9","285","121-2","6-Aug-21"
"12","Purulia","19,198+3","19,021+5","112","65-2","6-Aug-21"
"13","Bankura","34,651+15","33,986+31","261","404-16","6-Aug-21"
"14","Jhargram","11,374+10","10,998+27","27","349-17","6-Aug-21"
"15","Paschim Medinipur","50,958+35","49,829+49","490","639-14","6-Aug-21"
"16","Purba Medinipur","60,723+37","59,599+58","374+1","750-22","6-Aug-21"
"17","Purba Bardhaman","40,166+27","39,612+28","183","371-1","6-Aug-21"
"18","Paschim Bardhaman","56,361+9","55,791+17","347","223-8","6-Aug-21"
"19","Howrah","94,747+37","92,722+41","1,485+1","540-5","6-Aug-21"
"20","Hooghly","82,024+43","80,477+47","922+2","625-6","6-Aug-21"
"21","North 24 Parganas","3,19,854+97","3,14,006+92","4,579+3","1,269+2","6-Aug-21"
"22","South 24 Parganas","96,401+62","94,475+47","1,277","649+15","6-Aug-21"
"23","Kolkata","3,10,932+66","3,05,135+61","4,979+2","818+3","6-Aug-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,33,128+749","15,04,326+791","18,217+15","10,585-57",""
