"1","Total Samples taken","19036849"
"2","Sample collected on the day","10319"
"3","Test conducted on the day","7621"
"4","Total No. of patients tested Positive","759164"
"5","No. of patients discharged","741342"
"6","Positive cases on the day","12"
"7","Number of active Cases","81"
"8","Total Deaths reported","17741"
"9","No. of Patients on oxygen support","7"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","4"
"13","Total Healthcare Workers vaccinated with 1st dose","218485"
"14","Frontline Workers vaccinated with 1st dose on the day","13"
"15","Total Frontline Workers vaccinated with 1st dose","1116856"
"16","Healthcare Workers vaccinated with 2nd dose on the day","22"
"17","Total Healthcare Workers vaccinated with 2nd dose","208809"
"18","Frontline Workers vaccinated with 2nd dose on the day","90"
"19","Total Frontline Workers vaccinated with 2nd dose","1007361"
"20","Above 45 Vaccinated with 1st dose on the day","1938"
"21","Total Above 45 Vaccinated with 1st dose","8264228"
"22","Above 45 Vaccinated with 2nd dose on the day","5402"
"23","Total Above 45 Vaccinated with 2nd dose","6800982"
"24","18-44 years age group Vaccinated with 1st dose on the day","2392"
"25","Total 18-44 years age group Vaccinated with 1st dose","12418186"
"26","18-44 years age group Vaccinated with 2nd dose on the day","12339"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8888131"
"28","15-17 years age group Vaccinated with 1st dose on the day","3715"
"29","Total 15-17 years age group Vaccinated with 1st dose","978841"
"30","15-17 years age group Vaccinated with 2nd dose on the day","5627"
"31","Total 15-17 years age group Vaccinated with 2nd dose","492738"
"32","12-14 years age group Vaccinated with 1st dose on the day","9336"
"33","Total 12-14 years age group Vaccinated with 1st dose","318371"
"34","Precautionary dose given on the day","3045"
"35","Total Precautionary dose given","452724"
"36","Total Vaccination 1st dose on the day","4347"
"37","Total Vaccination 2nd dose on the day","17853"
"38","Total Vaccination 1st and 2nd dose on the day","22200"
