"Total No. of Sample Taken Today","13877"
"Total No. of Positive Cases Detected Today","412"
"Total Active COVID-19 Patients","2532"
"Total No. of Active Cases under Home Isolation (02-07-2022)","2460"
"Total No. of Samples found Positive till date","1016880"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1003701"
"No. of Deaths","10624"
"Total No. of People Vaccinated Today","19240 
(1st Dose: 1145 
2nd Dose: 5800 
Precaution Dose: 12295)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23573346 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19465993 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1019774"
"Cumulative Coverage of Total COVID-19 Vaccination","44059113"
"COVID-19 Today (02-07-2022) Positivity Rate","2.86%"
"Recovery Rate","98.70%"
"Fatality Rate","1.04%"
