"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,753+3","15,612+3","102","39","13-Dec-21"
"2","Coochbehar","29,795+11","29,553+10","99","143+1","13-Dec-21"
"3","Darjeeling","58,204+40","57,389+18","549","266+22","13-Dec-21"
"4","Kalimpong","7,150+1","7,074+2","54","22-1","13-Dec-21"
"5","Jalpaiguri","42,592+16","41,835+12","591+1","166+3","13-Dec-21"
"6","Uttar Dinajpur","20,113+5","19,823+4","241","49+1","13-Dec-21"
"7","Dakshin Dinajpur","18,643+3","18,326+11","176","141-8","13-Dec-21"
"8","Malda","33,817+7","33,531+7","188","98","13-Dec-21"
"9","Murshidabad","34,208+3","33,822+4","331","55-1","13-Dec-21"
"10","Nadia","74,596+15","73,407+23","891+1","298-9","13-Dec-21"
"11","Birbhum","41,856+6","41,374+15","290","192-9","13-Dec-21"
"12","Purulia","19,498+1","19,364+2","114","20-1","13-Dec-21"
"13","Bankura","36,896+8","36,520+7","276","100+1","13-Dec-21"
"14","Jhargram","12,327+5","12,260+3","27","40+2","13-Dec-21"
"15","Paschim Medinipur","54,233+11","53,574+11","510","149","13-Dec-21"
"16","Purba Medinipur","63,499+6","62,999+7","401","99-1","13-Dec-21"
"17","Purba Bardhaman","42,690+9","42,349+10","207+1","134-2","13-Dec-21"
"18","Paschim Bardhaman","58,710+27","58,088+18","362","260+9","13-Dec-21"
"19","Howrah","1,01,051+37","99,015+36","1,541","495+1","13-Dec-21"
"20","Hooghly","88,758+39","87,160+43","1,024+2","574-6","13-Dec-21"
"21","North 24 Parganas","3,34,864+101","3,28,545+99","4,978+2","1,341","13-Dec-21"
"22","South 24 Parganas","1,03,505+37","1,01,532+44","1,387","586-7","13-Dec-21"
"23","Kolkata","3,31,337+161","3,23,821+165","5,278+3","2,238-7","13-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,24,161+552","15,97,036+554","19,620+10","7,505-12",""
