"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","784002","0","49732","0","446","1","49276","10"
"2","ALWAR","1597247","7","84479","0","320","3","84136","23"
"3","BANSWARA","315298","0","14763","0","106","0","14657","0"
"4","BARAN","232590","0","15249","0","64","0","15183","2"
"5","BARMER","401931","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476202","0","31450","0","272","0","31178","0"
"7","BHILWARA","505275","0","38179","0","162","2","38016","1"
"8","BIKANER","735776","3","49906","0","586","1","49316","4"
"9","BUNDI","231714","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","450457","0","29377","0","140","0","29234","3"
"11","CHURU","432585","0","20819","0","114","0","20705","0"
"12","DAUSA","288801","3","15782","0","80","0","15695","7"
"13","DHOLPUR","280108","13","13803","0","49","3","13709","45"
"14","DUNGARPUR","327362","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421680","0","28138","0","158","0","27978","2"
"16","HANUMANGARH","487399","0","22516","0","114","0","22402","0"
"17","JAIPUR","3375030","61","274932","0","2111","23","272511","310"
"18","JAISALMER","242014","0","17036","0","68","0","16968","0"
"19","JALORE","443059","0","10545","0","78","0","10467","0"
"20","JHALAWAR","387979","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","491367","0","19158","0","181","0","18977","0"
"22","JODHPUR","1414141","0","141094","0","1164","0","139924","6"
"23","KARAULI","236633","0","8968","0","84","0","8884","0"
