"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","14,875+11","14,528+18","99","248-7","1-Aug-21"
"2","Coochbehar","27,621+36","26,942+42","95","584-6","1-Aug-21"
"3","Darjeeling","53,485+49","51,851+77","496","1,138-28","1-Aug-21"
"4","Kalimpong","6,274+11","6,010+23","40+1","224-13","1-Aug-21"
"5","Jalpaiguri","39,842+22","38,683+41","538+2","621-21","1-Aug-21"
"6","Uttar Dinajpur","19,425+1","19,072+9","233","120-8","1-Aug-21"
"7","Dakshin Dinajpur","16,901+6","16,642+6","168","91","1-Aug-21"
"8","Malda","32,650+2","32,407+4","184","59-2","1-Aug-21"
"9","Murshidabad","33,597+1","33,212+5","322","63-4","1-Aug-21"
"10","Nadia","69,218+48","67,883+45","696+3","639","1-Aug-21"
"11","Birbhum","40,332+9","39,927+8","285","120+1","1-Aug-21"
"12","Purulia","19,176+3","18,996+5","112","68-2","1-Aug-21"
"13","Bankura","34,534+11","33,829+33","259","446-22","1-Aug-21"
"14","Jhargram","11,267+25","10,857+27","26","384-2","1-Aug-21"
"15","Paschim Medinipur","50,751+24","49,589+42","488","674-18","1-Aug-21"
"16","Purba Medinipur","60,511+34","59,295+50","372","844-16","1-Aug-21"
"17","Purba Bardhaman","40,047+27","39,471+28","182+1","394-2","1-Aug-21"
"18","Paschim Bardhaman","56,292+12","55,707+17","346","239-5","1-Aug-21"
"19","Howrah","94,549+25","92,528+39","1,482","539-14","1-Aug-21"
"20","Hooghly","81,798+40","80,251+45","917+1","630-6","1-Aug-21"
"21","North 24 Parganas","3,19,355+89","3,13,504+84","4,569+1","1,282+4","1-Aug-21"
"22","South 24 Parganas","96,149+28","94,234+47","1,274+2","641-21","1-Aug-21"
"23","Kolkata","3,10,580+61","3,04,850+39","4,975+1","755+21","1-Aug-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,29,295+575","15,00,331+734","18,161+12","10,803-171",""
