"Total No. of Sample Taken Today","12610"
"Total No. of Positive Cases Detected Today","296"
"Total Active COVID-19 Patients","1923"
"Total No. of Active Cases under Home Isolation (10-07-2022)","1848"
"Total No. of Samples found Positive till date","1019732"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1007158"
"No. of Deaths","10628"
"Total No. of People Vaccinated Today","6670 
(1st Dose: 272 
2nd Dose: 1301 
Precaution Dose: 5097"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23583661 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19516008 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1116640"
"Cumulative Coverage of Total COVID-19 Vaccination","44216309"
"COVID-19 Today (10-07-2022) Positivity Rate","2.17%"
"Recovery Rate","98.77%"
"Fatality Rate","1.04%"
