"Total No. of Sample Taken Today","14820"
"Total No. of Positive Cases Detected Today","383"
"Total Active COVID-19 Patients","2130"
"Total No. of Active Cases under Home Isolation (11-05-2022)","2089"
"Total No. of Samples found Positive till date","997759"
"Total Positive COVID-19 Patients Recovered / Discharged till date","984985"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","23268 
(1st Dose: 4492 
2nd Dose: 9696 
Precaution Dose: 9080)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23433250(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19035655 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","496694"
"Cumulative Coverage of Total COVID-19 Vaccination","42965599"
"COVID-19 Today (11-05-2022) Positivity Rate","2.89%"
"Recovery Rate","98.72%"
"Fatality Rate","1.06%"
