"Total No. of Sample Taken Today","35515"
"Total No. of Positive Cases Detected Today","43"
"Total Positive Cases under Home Isolation (20-12-2021)","180"
"Total No. of Samples Sent till date","14279392"
"Total No. of Samples found Positive till date","772271 
(M: 471835 
F: 300419 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761952"
"Total Active COVID-19 Patients","234"
"No. of Deaths","10062"
"Total No. of People Vaccinated today","197918 
(1st Dose: 41262, 
2nd Dose: 156656)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19189486 (93%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","12388067 (60%)"
"Cumulative Coverage of Total COVID-19 Vaccination","31577553"
"COVID-19 Today (21-12-2021) Positivity Rate","0.15%"
"COVID-19 Cumulative Positivity Rate","5.42%"
"Recovery Rate","98.66%"
"Fatality Rate","1.30%"
"Tests Per Million Population","563290"
