"Total No. of Sample Taken Today","6092"
"Total No. of Positive Cases Detected Today","179"
"Total Active COVID-19 Patients","557"
"Total No. of Active Cases under Home Isolation (13-04-2022)","549"
"Total No. of Samples found Positive till date","986259"
"Total Positive COVID-19 Patients Recovered / Discharged till date","975062"
"No. of Deaths","10617"
"Total No. of People Vaccinated Today","22257 
(1st Dose: 4237 
2nd Dose: 13554 
Precaution Dose: 4466)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23215311 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18617936(87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","308862"
"Cumulative Coverage of Total COVID-19 Vaccination","42142109"
"COVID-19 Today (13-04-2022) Positivity Rate","3.05%"
"Recovery Rate","98.86%"
"Fatality Rate","1.08%"
"Tests Per Million Population","676381"
