"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","18604","17246","1093","265"
"2","Chengalpattu","215787","196392","16804","2591"
"3","Chennai","704899","644433","51613","8853"
"4","Coimbatore","295184","266458","26178","2548"
"5","Cuddalore","70443","66263","3297","883"
"6","Dharmapuri","32954","30095","2578","281"
"7","Dindigul","35311","33547","1110","654"
"8","Erode","119833","111779","7332","722"
"9","Kallakurichi","34441","32780","1451","210"
"10","Kancheepuram","88437","82196","4958","1283"
"11","Kanyakumari","77387","67944","8368","1075"
"12","Karur","27302","25484","1448","370"
"13","Krishnagiri","52893","47085","5444","364"
"14","Madurai","86444","80333","4906","1205"
"15","Mayiladuthurai","25136","23772","1043","321"
"16","Nagapattinam","23599","21909","1326","364"
"17","Namakkal","61266","56850","3892","524"
"18","Nilgiris","38823","36381","2219","223"
"19","Perambalur","13825","12805","772","248"
"20","Pudukottai","32352","30761","1168","423"
"21","Ramanathapuram","23235","21572","1298","365"
"22","Ranipet","50029","46396","2851","782"
"23","Salem","114072","106102","6233","1737"
"24","Sivagangai","22323","21239","870","214"
"25","Tenkasi","30452","28031","1934","487"
"26","Thanjavur","85970","78772","6179","1019"
"27","Theni","48282","44914","2841","527"
"28","Thirupathur","33472","30678","2166","628"
"29","Thiruvallur","139453","130333","7221","1899"
"30","Thiruvannamalai","62097","57900","3519","678"
"31","Thiruvarur","44837","42789","1583","465"
"32","Thoothukudi","62480","59636","2412","432"
"33","Tirunelveli","58462","53715","4306","441"
"34","Tiruppur","112184","103214","7935","1035"
"35","Trichy","88865","82897","4847","1121"
"36","Vellore","55993","53061","1773","1159"
"37","Villupuram","50940","47776","2802","362"
"38","Virudhunagar","53450","49414","3484","552"
"39","Airport Surveillance 
(International)","1212","1196","15","1"
"40","Airport Surveillance 
(Domestic)","1104","1102","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","31,94,260","29,45,678","2,11,270","37,312"
