"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35181","0","34845","3","0","333","0"
"2","Ballari","1","97793","0","95998","109","0","1686","0"
"3","Belagavi","0","79979","2","78972","64","0","943","0"
"4","Bengaluru Rural","2","62090","1","61167","33","0","890","0"
"5","Bengaluru Urban","131","1256267","108","1234627","5308","2","16331","1"
"6","Bidar","0","24347","0","23939","3","0","401","4"
"7","Chamarajanagara","8","33060","0","32512","34","0","503","11"
"8","Chikkaballapura","0","43975","0","43535","8","0","431","1"
"9","Chikkamagaluru","1","51210","3","50770","44","0","396","0"
"10","Chitradurga","0","36725","1","36470","46","0","209","0"
"11","Dakshina 
Kannada","11","115862","11","114032","136","0","1687","7"
"12","Davanagere","1","51005","0","50382","15","0","608","0"
"13","Dharwada","11","61300","4","59697","279","0","1322","2"
"14","Gadag","0","26071","0","25748","4","0","319","0"
"15","Hassana","21","112052","10","110709","83","0","1258","2"
"16","Haveri","0","21949","0","21305","1","0","643","0"
"17","Kalaburagi","0","61951","1","61123","6","0","822","0"
"18","Kodagu","14","37248","4","36847","69","0","331","1"
"19","Kolara","2","47014","0","46351","23","1","640","0"
"20","Koppala","0","35201","0","34661","13","0","527","0"
"21","Mandya","0","73850","2","73173","23","0","654","0"
"22","Mysuru","15","179743","28","177085","237","0","2421","0"
"23","Raichuru","0","39980","1","39647","0","0","333","0"
"24","Ramanagara","0","24214","2","23888","3","0","323","0"
"25","Shivamogga","4","69536","11","68355","91","0","1090","0"
"26","Tumakuru","23","121090","9","119820","133","1","1137","0"
"27","Udupi","7","76892","5","76341","63","0","488","0"
"28","Uttara Kannada","5","56410","2","55595","42","1","773","0"
"29","Vijayapura","0","36278","0","35780","3","0","495","0"
"30","Yadagiri","0","27548","0","27340","2","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","257","2995857","205","2950747","6878","5","38203","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 29-11-2021 
 Page 5 of 8","","","","","","","","",""
