"Total No. of Sample Taken Today","22180"
"Total No. of Positive Cases Detected Today","17"
"Total Positive Cases under Home Isolation (22-11-2021)","105"
"Total No. of Samples Sent till date","13450414"
"Total No. of Samples found Positive till date","771582 
(M: 471464 
F: 300101 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761389"
"Total Active COVID-19 Patients","117"
"No. of Deaths","10053"
"Total No. of People Vaccinated today","145159 
(1st Dose: 42513, 
2nd Dose: 102646"
"Cumulative Coverage of COVID-19 Vaccination - 1sr Dose","18334392 (89%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","9504099 (46%)"
"Cumulative Coverage of Total COVID-19 Vaccination","27838491"
"COVID-19 Today (23-11-2021) Positivity Rate","0.11%"
"COVID-19 Cumulative Positivity Rate","5.75%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","530588"
