"1","Total Samples taken","18447665"
"2","Sample collected on the day","22938"
"3","Test conducted on the day","22554"
"4","Total No. of patients tested Positive","757739"
"5","No. of patients discharged","739146"
"6","Positive cases on the day","107"
"7","Number of active Cases","899"
"8","Total Deaths reported","17694"
"9","No. of Patients on oxygen support","87"
"10","Patients at critical care Level-3 facilities","26"
"11","Patients who are critical and on ventilator support","10"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218366"
"14","Frontline Workers vaccinated with 1st dose on the day","11"
"15","Total Frontline Workers vaccinated with 1st dose","1116577"
"16","Healthcare Workers vaccinated with 2nd dose on the day","107"
"17","Total Healthcare Workers vaccinated with 2nd dose","205634"
"18","Frontline Workers vaccinated with 2nd dose on the day","618"
"19","Total Frontline Workers vaccinated with 2nd dose","991367"
"20","Above 45 Vaccinated with 1st dose on the day","8566"
"21","Total Above 45 Vaccinated with 1st dose","8156285"
"22","Above 45 Vaccinated with 2nd dose on the day","11950"
"23","Total Above 45 Vaccinated with 2nd dose","6511592"
"24","18-44 years age group Vaccinated with 1st dose on the day","18744"
"25","Total 18-44 years age group Vaccinated with 1st dose","12187348"
"26","18-44 years age group Vaccinated with 2nd dose on the day","26763"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8234697"
"28","15-17 years age group Vaccinated with 1st dose on the day","7234"
"29","Total 15-17 years age group Vaccinated with 1st dose","765808"
"30","15-17 years age group Vaccinated with 2nd dose on the day","12256"
"31","Total 15-17 years age group Vaccinated with 2nddose","110089"
"32","Precautionary dose given on the day","2991"
"33","Total Precautionary dose given","388957"
"34","Total Vaccination 1st dose on the day","27324"
"35","Total Vaccination 2nd dose on the day","39438"
"36","Total Vaccination 1st and 2nd dose on the day","66762"
