"Total No. of Sample Taken Today","36132"
"Total No. of Positive Cases Detected Today","27"
"Total Positive Cases under Home Isolation (16-12-2021)","177"
"Total No. of Samples Sent till date","14158304"
"Total No. of Samples found Positive till date","772141 
(M: 471768 
F: 300356 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761850"
"Total Active COVID-19 Patients","207"
"No. of Deaths","10061"
"Total No. of People Vaccinated today","193194 
(1st Dose: 36159, 
2nd Dose: 157035"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19072208 (93%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","11918960 (58%)"
"Cumulative Coverage of Total COVID-19 Vaccination","30991168"
"COVID-19 Today (17-12-2021) Positivity Rate","0.08%"
"COVID-19 Cumulative Positivity Rate","5.47%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","558513"
