"Total No. of Sample Taken Today","3837"
"Total No. of Positive Cases Detected Today","48"
"Total Active COVID-19 Patients","233"
"Total No. of Active Cases under Home Isolation (17-10-2022)","222"
"Total No. of Samples found Positive till date","1055634"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044669"
"No. of Deaths","10709"
"Total No. of People Vaccinated Today","1082 
(1st Dose: 139 
2nd Dose: 210 
Precaution Dose: 733)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23667716 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19814313 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1926633"
"Cumulative Coverage of Total COVID-19 Vaccination","45408662"
"COVID-19 Today (17-10-2022) Positivity Rate","0.95%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
