"Total No. of Sample Taken Today","15317"
"Total No. of Positive Cases Detected Today","439"
"Total Active COVID-19 Patients","1912"
"Total No. of Active Cases under Home Isolation (13-05-2022)","1876"
"Total No. of Samples found Positive till date","998552"
"Total Positive COVID-19 Patients Recovered / Discharged till date","985996"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","38971 
(1st Dose: 10169 
2nd Dose: 15715 
Precaution Dose: 13087)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23453414(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19067338 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","522818"
"Cumulative Coverage of Total COVID-19 Vaccination","43043570"
"COVID-19 Today (13-05-2022) Positivity Rate","3.02%"
"Recovery Rate","98.74%"
"Fatality Rate","1.06%"
