"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","786161","1","49744","0","447","0","49289","8"
"2","ALWAR","1604721","0","84557","0","320","0","84184","53"
"3","BANSWARA","316905","0","14765","0","106","0","14657","2"
"4","BARAN","234284","0","15251","0","64","0","15185","2"
"5","BARMER","402860","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476243","0","31451","0","272","0","31179","0"
"7","BHILWARA","506345","0","38181","0","162","0","38019","0"
"8","BIKANER","739763","5","49921","0","586","1","49324","11"
"9","BUNDI","233073","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451339","0","29377","0","140","0","29237","0"
"11","CHURU","433709","0","20831","0","114","0","20705","12"
"12","DAUSA","290477","4","15797","0","80","2","15708","9"
"13","DHOLPUR","283253","0","13926","0","49","10","13856","21"
"14","DUNGARPUR","327636","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","422244","0","28142","0","158","0","27981","3"
"16","HANUMANGARH","487980","0","22518","0","114","0","22404","0"
"17","JAIPUR","3401049","57","275583","0","2112","17","273101","370"
"18","JAISALMER","242261","0","17036","0","68","0","16968","0"
"19","JALORE","444397","0","10546","0","78","0","10467","1"
"20","JHALAWAR","391925","0","17713","0","207","0","17502","4"
"21","JHUNJHUNU","492024","0","19158","0","181","0","18977","0"
"22","JODHPUR","1418212","0","141107","0","1164","0","139936","7"
"23","KARAULI","237589","0","8968","0","84","0","8884","0"
